Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions,new_descriptions
Dementia,230279005,X003F,,Non-Alzheimer's prog dysphasia,,,,Non-Alzheimer's progressive dysphasia
Dementia,230280008,X003G,,Prog aphasia in Alzheim dis,,,,Progressive aphasia in Alzheimer's disease
Dementia,230282000,X003I,,Post-traumatic dementia,,,,Post-traumatic dementia
Dementia,230283005,X003J,,Dementia pugilistica,,,,Punch drunk syndrome
Dementia,230284004,X003K,,Spongiform encephalopathy,,,,Spongiform encephalopathy
Dementia,20484008,X003L,,Prion protein disease,,,,Prion disease
Dementia,67155006,X003M,,GSS-Gerst-Strauss-Scheink synd,,,,Gerstmann-Straussler-Scheinker syndrome
Dementia,724992007,X003Y,,Epileptic dementia,,,,Epileptic dementia
Dementia,278855005,Xa0sC,,Frontal lobe degeneration,,,,Frontal lobe degeneration
Dementia,304603007,XaA1S,,New variant Creutzfeldt-Jakob,,,,New variant of Creutzfeldt-Jakob disease
Dementia,713060000,XabVp,,Sporadic CJD,,,,Sporadic Creutzfeldt-Jakob disease (disorder)
Dementia,229672009,ZS7C500,,Language disorder of dementia,,,,Language disorder of dementia
Depression,366979004,1B17.00,,Depressed,5,,,Depressed mood
Depression,272022009,1B17.12,,C/O - feeling unhappy,5,,,C/O - feeling depressed
Depression,272024005,1B17.12,,C/O - feeling unhappy,5,,,C/O - feeling unhappy
Depression,310480000,1B1I100,,C/O tearfulness,5,,,C/O tearfulness
Depression,304534000,1B1P.00,,Crying,5,,,Crying
Depression,247771007,1B1P000,,Cries easily,5,,,Cries easily
Depression,394924000,1B1U.00,,Symptoms of depression,5,,,Symptoms of depression (finding)
Depression,247753000,1BP..00,,Loss of interest,5,,,Loss of interest
Depression,417523004,1BP0.00,,Loss of interest in previously enjoyable activity,5,,,Loss of interest in previously enjoyable activity (finding)
Depression,247796005,1BQ..00,,Loss of capacity for enjoyment,5,,,Loss of capacity for enjoyment
Depression,247798006,1BU..00,,Loss of hope for the future,5,,,Loss of hope for the future
Depression,307077003,1BU..00,,Loss of hope for the future,5,,,Feeling hopeless
Depression,30819006,1S40.00,,Dysphoric mood,5,,,Dysphoric mood
Depression,8.23501E+14,6658000,,Antidepressant drug treatment changed,5,,,Antidepressant drug treatment changed (situation)
Depression,7.74531E+14,6659000,,Antidepressant drug treatment started,5,,,Antidepressant drug treatment started (situation)
Depression,764639002,6659000,,Antidepressant drug treatment started,5,,,Antidepressant drug treatment started (situation)
Depression,698459008,665A000,,Antidepressant drug treatment stopped,5,,,Antidepressant drug treatment stopped
Depression,401174001,8BK0.00,,Depression management programme,5,,,Depression management programme (regime/therapy)
Depression,415044007,8CAa.00,,Patient given advice about management of depression,5,,,Patient given advice about management of depression (regime/therapy)
Depression,1.99111E+14,8HHq.00,,Referral for guided self-help for depression,5,,,Referral for guided self-help for depression (procedure)
Depression,413972000,9H90.00,,Depression annual review,5,,,Depression annual review (finding)
Depression,413974004,9H91.00,,Depression medication review,5,,,Depression medication review (procedure)
Depression,413973005,9H92.00,,Depression interim review,5,,,Depression interim review (finding)
Depression,413169006,9HA0.00,,On depression register,5,,,On depression register (finding)
Depression,7.13831E+14,9Ov..00,,Depression monitoring administration,5,,,Depression monitoring administration (record artifact)
Depression,7.17211E+14,9Ov0.00,,Depression monitoring first letter,5,,,Depression monitoring first letter (procedure)
Depression,7.16681E+14,9Ov1.00,,Depression monitoring second letter,5,,,Depression monitoring second letter
Depression,7.16961E+14,9Ov2.00,,Depression monitoring third letter,5,,,Depression monitoring third letter (procedure)
Depression,7.17261E+14,9Ov3.00,,Depression monitoring verbal invite,5,,,Depression monitoring verbal invitation (procedure)
Depression,7.16421E+14,9Ov4.00,,Depression monitoring telephone invite,5,,,Depression monitoring telephone invitation
Depression,1.66291E+14,9k4..00,,Depression - enhanced services administration,5,,,Depression - enhanced services administration
Depression,1.66481E+14,9k40.00,,Depression - enhanced service completed,5,,,Depression - enhanced service completed
Depression,3.61761E+14,9kQ..00,,On full dose long term treatment depression - enh serv admin,5,,,On full dose long term treatment for depression - enhanced services administration (procedure)
Depression,191495003,E02y300,,Drug-induced depressive state,5,,,Drug-induced depressive state
Depression,23645006,E03y200,,Organic affective syndrome,5,,,Organic mood disorder
Depression,231499006,E112.11,,Agitated depression,5,,,Endogenous depression first episode
Depression,83458005,E112.11,,Agitated depression,5,,,Agitated depression
Depression,300706003,E112.12,,Endogenous depression first episode,5,,,Endogenous depression
Depression,268620009,E112.13,,Endogenous depression first episode,5,,,Single major depressive episode
Depression,36923009,E112.14,,Endogenous depression,5,,,"Major depression, single episode"
Depression,191601008,E112100,,"Single major depressive episode, mild",5,,,"Single major depressive episode, mild"
Depression,79298009,E112100,,"Single major depressive episode, mild",5,,,"Mild major depression, single episode"
Depression,15639000,E112200,,"Single major depressive episode, moderate",5,,,"Moderate major depression, single episode"
Depression,191602001,E112200,,"Single major depressive episode, moderate",5,,,"Single major depressive episode, moderate"
Depression,7.64631E+14,E112300,,"Single major depressive episode, severe, without psychosis",5,,,"Single major depressive episode, severe"
Depression,2.51E+11,E112300,,"Single major depressive episode, severe, without psychosis",5,,,"Severe major depression, single episode"
Depression,191604000,E112400,,"Single major depressive episode, severe, with psychosis",5,,,"Single major depressive episode, severe, with psychosis"
Depression,70747007,E112500,,"Single major depressive episode, partial or unspec remission",5,,,"Major depression single episode, in partial remission"
Depression,7.64711E+14,E112500,,"Single major depressive episode, partial or unspec remission",5,,,"Single major depressive episode, in remission"
Depression,274948002,E113.11,,Endogenous depression - recurrent,5,,,Endogenous depression - recurrent
Depression,268621008,E113.11,,Endogenous depression - recurrent,5,,,Recurrent major depressive episodes
Depression,191610000,E113100,,"Recurrent major depressive episodes, mild",5,,,"Recurrent major depressive episodes, mild"
Depression,191611001,E113200,,"Recurrent major depressive episodes, moderate",5,,,"Recurrent major depressive episodes, moderate"
Depression,7.64611E+14,E113300,,"Recurrent major depressive episodes, severe, no psychosis",5,,,"Recurrent major depressive episodes, severe"
Depression,191613003,E113400,,"Recurrent major depressive episodes, severe, with psychosis",5,,,"Recurrent major depressive episodes, severe, with psychosis"
Depression,7.64691E+14,E113500,,"Recurrent major depressive episodes,partial/unspec remission",5,,,"Recurrent major depressive episodes, in partial remission"
Depression,46244001,E113600,,"Recurrent major depressive episodes, in full remission",5,,,Recurrent major depression in complete remission
Depression,191615005,E113600,,"Recurrent major depressive episodes, in full remission",5,,,"Recurrent major depressive episodes, in full remission"
Depression,191616006,E113700,,Recurrent depression,5,,,Recurrent depression
Depression,247803002,E118.00,,Seasonal affective disorder,5,,,Seasonal affective disorder
Depression,191659001,E11y200,,Atypical depressive disorder,5,,,Atypical depressive disorder
Depression,231500002,E11z200,,Masked depression,5,,,Masked depression
Depression,191676002,E130.00,,Reactive depressive psychosis,5,,,Reactive depressive psychosis
Depression,58703003,E204.00,,Neurotic depression reactive type,5,,,Postpartum depression
Depression,87414006,E204.00,,Neurotic depression reactive type,5,,,Reactive depression (situational)
Depression,192046006,E290z00,,Brief depressive reaction NOS,5,,,Brief depressive adjustment reaction
Depression,192049004,E291.00,,Prolonged depressive reaction,5,,,Prolonged depressive adjustment reaction
Depression,35489007,E2B..00,,Depressive disorder NEC,5,,,Depressive disorder
Depression,192079006,E2B0.00,,Postviral depression,5,,,Postviral depression
Depression,192080009,E2B1.00,,Chronic depression,5,,,Chronic depression
Depression,46206005,Eu3..00,,[X]Mood - affective disorders,5,,,Mood disorder
Depression,4.30421E+14,Eu32000,,[X]Mild depressive episode,5,,,[X]Mild depressive episode (disorder)
Depression,310495003,Eu32000,,[X]Mild depressive episode,5,,,Mild depression
Depression,4.65441E+14,Eu32100,,[X]Moderate depressive episode,5,,,[X]Moderate depressive episode (disorder)
Depression,310496002,Eu32100,,[X]Moderate depressive episode,5,,,Moderate depression
Depression,310497006,Eu32200,,[X]Severe depressive episode without psychotic symptoms,5,,,Severe depression
Depression,3.97701E+14,Eu32213,,[X]Single episode vital depression w'out psychotic symptoms,5,,,[X]Severe depressive episode without psychotic symptoms (disorder)
Depression,4.01211E+14,Eu32213,,[X]Single episode vital depression w'out psychotic symptoms,5,,,[X] Single episode major depression without psychotic symptoms (disorder)
Depression,75084000,Eu32213,,[X]Single episode vital depression w'out psychotic symptoms,5,,,Severe major depression without psychotic features
Depression,4.55731E+14,Eu32213,,[X]Single episode vital depression w'out psychotic symptoms,5,,,[X] Single episode agitated depression without psychotic symptoms
Depression,3.97711E+14,Eu32300,,[X]Severe depressive episode with psychotic symptoms,5,,,[X]Severe depressive episode with psychotic symptoms (disorder)
Depression,2.88751E+14,Eu32311,,[X]Single episode of major depression and psychotic symptoms,5,,,"Reactive depressive psychosis, single episode"
Depression,87512008,Eu32500,,"[X]Major depression, mild",5,,,Mild major depression
Depression,832007,Eu32600,,"[X]Major depression, moderately severe",5,,,Moderate major depression
Depression,73867007,Eu32800,,"[X]Major depression, severe with psychotic symptoms",5,,,Severe major depression with psychotic features
Depression,7.55321E+14,Eu32900,,"[X]Single major depr ep, severe with psych, psych in remiss",5,,,"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)"
Depression,7.55331E+14,Eu32A00,,"[X]Recurr major depr ep, severe with psych, psych in remiss",5,,,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)"
Depression,40379007,Eu33000,,"[X]Recurrent depressive disorder, current episode mild",5,,,Mild recurrent major depression
Depression,66344007,Eu33200,,[X]Recurr depress disorder cur epi severe without psyc sympt,5,,,Recurrent major depression
Depression,36474008,Eu33211,,[X]Endogenous depression without psychotic symptoms,5,,,Severe recurrent major depression without psychotic features
Depression,4.67361E+14,Eu33211,,[X]Endogenous depression without psychotic symptoms,5,,,"[X] Manic-depressive psychosis, depressed type without psychotic symptoms (disorder)"
Depression,28475009,Eu33316,,[X]Recurrent severe episodes/reactive depressive psychosis,5,,,Severe recurrent major depression with psychotic features
Depression,765176007,Eu33316,,[X]Recurrent severe episodes/reactive depressive psychosis,5,,,Psychosis and severe depression co-occurrent and due to bipolar affective disorder
Depression,191632009,Eu33316,,[X]Recurrent severe episodes/reactive depressive psychosis,5,,,"Bipolar affective disorder, currently depressed, severe, with psychosis"
Depression,698957003,Eu33400,,"[X]Recurrent depressive disorder, currently in remission",5,,,Depressive disorder in remission
Depression,386782008,Eu34.00,,[X]Persistent mood affective disorders,5,,,Disturbance in affect (finding)
Depression,78667006,Eu34100,,[X]Dysthymia,5,,,Dysthymia
Depression,231504006,Eu34100,,[X]Dysthymia,5,,,Mixed anxiety and depressive disorder
Depression,192362008,Eu3y011,,[X]Mixed affective episode,5,,,"Bipolar affective disorder , current episode mixed"
Depression,40568001,Eu3y100,,[X]Other recurrent mood affective disorders,5,,,Recurrent brief depressive disorder
Depression,82218004,R007z13,,[D]Postoperative depression,5,,,Postoperative depression
Diabetes mellitus,9.44141E+14,1M8..00,mar-diabetes,diabetic peripheral neuropathic pain,,,,Diabetic peripheral neuropathic pain (finding)
Diabetes mellitus,4855003,2BBF.00,mar-diabetes,retinal abnormality - diabetes related,,,,Diabetic retinopathy
Diabetes mellitus,390854003,2BBL.00,mar-diabetes,o/e - diabetic maculopathy present both eyes,,,,O/E - diabetic maculopathy present both eyes (context-dependent category)
Diabetes mellitus,408409007,2BBP.00,mar-diabetes,o/e - right eye background diabetic retinopathy,,,,O/E - right eye background diabetic retinopathy (context-dependent category)
Diabetes mellitus,408410002,2BBQ.00,mar-diabetes,o/e - left eye background diabetic retinopathy,,,,O/E - left eye background diabetic retinopathy (context-dependent category)
Diabetes mellitus,408411003,2BBR.00,mar-diabetes,o/e - right eye preproliferative diabetic retinopathy,,,,O/E - right eye preproliferative diabetic retinopathy (context-dependent category)
Diabetes mellitus,408412005,2BBS.00,mar-diabetes,o/e - left eye preproliferative diabetic retinopathy,,,,O/E - left eye preproliferative diabetic retinopathy (context-dependent category)
Diabetes mellitus,408413000,2BBT.00,mar-diabetes,o/e - right eye proliferative diabetic retinopathy,,,,O/E - right eye proliferative diabetic retinopathy (context-dependent category)
Diabetes mellitus,408414006,2BBV.00,mar-diabetes,o/e - left eye proliferative diabetic retinopathy,,,,O/E - left eye proliferative diabetic retinopathy (context-dependent category)
Diabetes mellitus,769244003,2BBW.00,mar-diabetes,o/e - right eye diabetic maculopathy,,,,Diabetic maculopathy of right eye
Diabetes mellitus,769245002,2BBX.00,mar-diabetes,o/e - left eye diabetic maculopathy,,,,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder)
Diabetes mellitus,414910007,2BBk.00,mar-diabetes,o/e - right eye stable treated prolif diabetic retinopathy,,,,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category)
Diabetes mellitus,414894003,2BBl.00,mar-diabetes,o/e - left eye stable treated prolif diabetic retinopathy,,,,O/E - left eye stable treated proliferative diabetic retinopathy (context-dependent category)
Diabetes mellitus,417677008,2BBo.00,mar-diabetes,o/e - sight threatening diabetic retinopathy,,,,O/E - sight threatening diabetic retinopathy (context-dependent category)
Diabetes mellitus,3.73041E+14,2BBr.00,mar-diabetes,impaired vision due to diabetic retinopathy,,,,Impaired vision due to diabetic retinopathy (finding)
Diabetes mellitus,280137006,2G51000,mar-diabetes,foot abnormality - diabetes related,,,,Diabetic foot
Diabetes mellitus,394673007,2G5H.00,mar-diabetes,o/e - right diabetic foot - ulcerated,,,,O/E - Right diabetic foot - ulcerated (context-dependent category)
Diabetes mellitus,394674001,2G5L.00,mar-diabetes,o/e - left diabetic foot - ulcerated,,,,O/E - Left diabetic foot - ulcerated (context-dependent category)
Diabetes mellitus,414906009,2G5V.00,mar-diabetes,o/e - right chronic diabetic foot ulcer,,,,O/E - right chronic diabetic foot ulcer (context-dependent category)
Diabetes mellitus,414890007,2G5W.00,mar-diabetes,o/e - left chronic diabetic foot ulcer,,,,O/E - left chronic diabetic foot ulcer (context-dependent category)
Diabetes mellitus,165681007,42W3.00,mar-diabetes,hb. a1c > 10% - bad control,,,,Hb. A1C > 10% - bad control
Diabetes mellitus,365845005,42c..00,mar-diabetes,hba1 - diabetic control,,,,Hemoglobin A1C - diabetic control finding
Diabetes mellitus,166928007,44V3.00,mar-diabetes,glucose tol. test diabetic,,,,Glucose tol. test diabetic
Diabetes mellitus,170742000,66A..,efi-diabetes,Diabetic monitoring,,,,Diabetic monitoring
Diabetes mellitus,170743005,66A1.00,mar-diabetes,initial diabetic assessment,,,,Initial diabetic assessment
Diabetes mellitus,170744004,66A2.00,mar-diabetes,follow-up diabetic assessment,,,,Follow-up diabetic assessment
Diabetes mellitus,170745003,66A3.00,mar-diabetes,diabetic on diet only,,,,Diabetic on diet only
Diabetes mellitus,170746002,66A4.,efi-diabetes,Diabetic on oral treatment,,,,Diabetic on oral treatment
Diabetes mellitus,170747006,66A5.00,mar-diabetes,diabetic on insulin,,,,Diabetic on insulin
Diabetes mellitus,268517006,66AA.11,mar-diabetes,injection sites - diabetic,,,,Diabetic monitoring - injection sites
Diabetes mellitus,170757007,66AD.00,mar-diabetes,fundoscopy - diabetic check,,,,Fundoscopy - diabetic check
Diabetes mellitus,170760000,66AG.00,mar-diabetes,diabetic drug side effects,,,,Diabetic drug side effects
Diabetes mellitus,170761001,66AH.00,mar-diabetes,diabetic treatment changed,,,,Diabetic treatment changed
Diabetes mellitus,170762008,66AH0,efi-diabetes,Conversion to insulin,,,,Conversion to insulin
Diabetes mellitus,8.76381E+14,66AH200,mar-diabetes,conversion to insulin by diabetes specialist nurse,,,,Conversion to insulin by diabetes specialist nurse (regime/therapy)
Diabetes mellitus,170763003,66AI.00,mar-diabetes,diabetic - good control,,,,Diabetic - good control
Diabetes mellitus,268519009,66AJ.00,mar-diabetes,diabetic - poor control,,,,Diabetic - poor control
Diabetes mellitus,11530004,66AJ.11,mar-diabetes,unstable diabetes,,,,Brittle diabetes
Diabetes mellitus,170769004,66AK.00,mar-diabetes,diabetic - cooperative patient,,,,Diabetic - cooperative patient
Diabetes mellitus,170770003,66AL.00,mar-diabetes,diabetic-uncooperative patient,,,,Diabetic-uncooperative patient
Diabetes mellitus,170771004,66AM.00,mar-diabetes,diabetic - follow-up default,,,,Diabetic - follow-up default
Diabetes mellitus,170772006,66AN.00,mar-diabetes,date diabetic treatment start,,,,Date diabetic treatment start
Diabetes mellitus,170773001,66AO.00,mar-diabetes,date diabetic treatment stopp.,,,,Date diabetic treatment stopped
Diabetes mellitus,170774007,66AP.00,mar-diabetes,diabetes: practice programme,,,,Diabetes: practice program
Diabetes mellitus,170775008,66AQ.00,mar-diabetes,diabetes: shared care programme,,,,Diabetes: shared care programme
Diabetes mellitus,5.12561E+14,66AQ000,mar-diabetes,unsuitable for diabetes year of care programme,,,,Unsuitable for diabetes year of care programme (finding)
Diabetes mellitus,5.12581E+14,66AQ100,mar-diabetes,declined consent for diabetes year of care programme,,,,Declined consent for diabetes year of care programme (finding)
Diabetes mellitus,170777000,66AS.,efi-diabetes,Diabetic annual review,,,,Diabetic annual review
Diabetes mellitus,170778005,66AT.00,mar-diabetes,annual diabetic blood test,,,,Annual diabetic blood test
Diabetes mellitus,243860001,66AU.00,mar-diabetes,diabetes care by hospital only,,,,Diabetic monitoring status
Diabetes mellitus,314194001,66AV.00,mar-diabetes,diabetic on insulin and oral treatment,,,,Diabetic on insulin and oral treatment
Diabetes mellitus,2.79291E+14,66An.00,mar-diabetes,diabetes type 1 review,,,,Diabetes type 1 review (regime/therapy)
Diabetes mellitus,2.79321E+14,66Ao.00,mar-diabetes,diabetes type 2 review,,,,Diabetes type 2 review (regime/therapy)
Diabetes mellitus,5.27691E+14,66As.00,mar-diabetes,diabetic on subcutaneous treatment,,,,Diabetic on subcutaneous treatment (finding)
Diabetes mellitus,7.54101E+14,66At000,mar-diabetes,type i diabetic dietary review,,,,Type I diabetic dietary review (regime/therapy)
Diabetes mellitus,7.54121E+14,66At100,mar-diabetes,type ii diabetic dietary review,,,,Type II diabetic dietary review (regime/therapy)
Diabetes mellitus,473208009,66Av.00,mar-diabetes,diabetic assessment of erectile dysfunction,,,,Assessment of diabetic erectile dysfunction (procedure)
Diabetes mellitus,9.28851E+14,66o1.00,mar-diabetes,enquiry about diabetic erectile dysfunction declined,,,,Enquiry about diabetic erectile dysfunction declined (situation)
Diabetes mellitus,719566006,66o2.00,mar-diabetes,diabetic on non-insulin injectable medication,,,,Diabetic on non-insulin injectable medication (finding)
Diabetes mellitus,9.76341E+14,66o5.00,mar-diabetes,diabetic on oral treatment and glucagon-like peptide 1,,,,Diabetic on oral treatment and glucagon-like peptide 1 receptor agonist (finding)
Diabetes mellitus,700414001,679L211,mar-diabetes,advice about diabetes and driving,,,,Education about diabetes and driving
Diabetes mellitus,8.29521E+14,67D8.00,mar-diabetes,provision of diabetes clinical summary,,,,Provision of diabetes clinical summary (procedure)
Diabetes mellitus,394684000,67IJ100,mar-diabetes,pre-conception advice for diabetes mellitus,,,,Diabetic pre-pregnancy counselling (regime/therapy)
Diabetes mellitus,413180006,7276,mar-diabetes,pan retinal photocoagulation for diabetes,,,,Pan retinal photocoagulation for diabetes (procedure)
Diabetes mellitus,315287002,889A.00,mar-diabetes,diab mellit insulin-glucose infus acute myocardial infarct,,,,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction
Diabetes mellitus,182781000,8A13.00,mar-diabetes,diabetic stabilisation,,,,Diabetic stabilization
Diabetes mellitus,407569005,8BL2.00,mar-diabetes,patient on maximal tolerated therapy for diabetes,,,,Patient on maximal tolerated therapy for diabetes (finding)
Diabetes mellitus,183097007,8CE0.00,mar-diabetes,diabetic leaflet given,,,,Diabetic leaflet given
Diabetes mellitus,8.51501E+14,8CMW700,mar-diabetes,diabetes clinical pathway,,,,Diabetes clinical pathway (regime/therapy)
Diabetes mellitus,415744000,8CP2.00,mar-diabetes,transition of diabetes care options discussed,,,,Transition of diabetes care options discussed (procedure)
Diabetes mellitus,183472000,8H2J.00,mar-diabetes,admit diabetic emergency,,,,Admit diabetic emergency
Diabetes mellitus,183506001,8H3O.00,mar-diabetes,non-urgent diabetic admission,,,,Non-urgent diabetic admission
Diabetes mellitus,408384004,8HBG.00,mar-diabetes,diabetic retinopathy 12 month review,,,,Diabetic retinopathy 12 month review (finding)
Diabetes mellitus,183722003,8HKE.00,mar-diabetes,diabetology d.v. requested,,,,Diabetology D.V. requested
Diabetes mellitus,183751004,8HLE.00,mar-diabetes,diabetology d.v. done,,,,Diabetology D.V. done
Diabetes mellitus,183781007,8HME.00,mar-diabetes,listed for diabetology admissn,,,,Listed for Diabetology admissn
Diabetes mellitus,4.94961E+14,8HgC.00,mar-diabetes,discharged from diabetes shared care programme,,,,Discharged from diabetes shared care programme (finding)
Diabetes mellitus,9.27821E+14,8Hgd.00,mar-diabetes,discharge from secondary care diabetes service,,,,Discharge from secondary care diabetes service (procedure)
Diabetes mellitus,416135000,8I57.00,mar-diabetes,patient held diabetic record declined,,,,Patient held diabetic record declined (finding)
Diabetes mellitus,763782001,8I57.00,mar-diabetes,patient held diabetic record declined,,,,Provision of patient held diabetes record declined
Diabetes mellitus,408290003,918T.00,mar-diabetes,diabetes key contact,,,,Diabetes key contact (occupation)
Diabetes mellitus,408405001,9360,mar-diabetes,patient held diabetic record issued,,,,Patient held diabetic record issued (administrative concept)
Diabetes mellitus,2.02151E+14,93C4.00,mar-diabetes,patient consent given for addition to diabetic register,,,,Patient consent given for addition to diabetic register (finding)
Diabetes mellitus,416554009,9N0n.00,mar-diabetes,seen in community diabetes specialist clinic,,,,Seen in community diabetes specialist clinic (finding)
Diabetes mellitus,185229005,9N1Q.00,mar-diabetes,seen in diabetic clinic,,,,Seen in diabetic clinic
Diabetes mellitus,407672007,9N1i.00,mar-diabetes,seen in diabetic foot clinic,,,,Seen in diabetic foot clinic (finding)
Diabetes mellitus,1.98841E+14,9N1o.00,mar-diabetes,seen in multidisciplinary diabetic clinic,,,,Seen in multidisciplinary diabetic clinic (finding)
Diabetes mellitus,313340009,9N1v.00,mar-diabetes,seen in diabetic eye clinic,,,,Seen in diabetic eye clinic
Diabetes mellitus,312888008,9NM0.00,mar-diabetes,attending diabetes clinic,,,,Attending diabetes clinic
Diabetes mellitus,408391001,9NN8.00,mar-diabetes,under care of diabetologist,,,,Under care of diabetologist (finding)
Diabetes mellitus,3.00641E+14,9Nl4.00,mar-diabetes,seen by general practitioner special interest in diabetes,,,,Seen by general practitioner with special interest in diabetes (finding)
Diabetes mellitus,7.13671E+14,9OL..11,mar-diabetes,diabetes clinic administration,,,,Diabetes monitoring administration (record artifact)
Diabetes mellitus,7.13691E+14,9OL..11,mar-diabetes,diabetes clinic administration,,,,Diabetes clinic administration (record artifact)
Diabetes mellitus,185753003,9OL1.,efi-diabetes,Attends diabetes monitoring,,,,Attends diabetes monitoring
Diabetes mellitus,417681008,9OLD.00,mar-diabetes,diabetic patient unsuitable for digital retinal photography,,,,Diabetic patient unsuitable for digital retinal photography (finding)
Diabetes mellitus,408475000,9b92000,mar-diabetes,diabetic medicine,,,,Diabetic medicine (qualifier value)
Diabetes mellitus,73211009,C10..,efi-diabetes,Diabetes mellitus,,,,Diabetes mellitus
Diabetes mellitus,46635009,C100000,mar-diabetes,"diabetes mellitus, juvenile type, no mention of complication",,,,Insulin dependent diabetes mellitus
Diabetes mellitus,313435000,C100000,mar-diabetes,"diabetes mellitus, juvenile type, no mention of complication",,,,Type I diabetes mellitus without complication
Diabetes mellitus,44054006,C1001,efi-diabetes,"Diab mell: [adult ons, no ment comp][mat onset][non-ins dep]",,,,Diabetes mellitus type II
Diabetes mellitus,111552007,C1001,efi-diabetes,"Diab mell: [adult ons, no ment comp][mat onset][non-ins dep]",,,,Diabetes mellitus without complication
Diabetes mellitus,313436004,C1001,efi-diabetes,"Diab mell: [adult ons, no ment comp][mat onset][non-ins dep]",,,,Non-insulin-dependent diabetes mellitus without complication
Diabetes mellitus,420422005,C101.,efi-diabetes,Diabetic ketoacidosis,,,,Ketoacidosis in diabetes mellitus (disorder)
Diabetes mellitus,420270002,C1010,efi-diabetes,Type 1 diabetes mellitus with ketoacidosis,,,,Ketoacidosis in type I diabetes mellitus (disorder)
Diabetes mellitus,421750000,C101100,mar-diabetes,"diabetes mellitus, adult onset, with ketoacidosis",,,,Ketoacidosis in type II diabetes mellitus (disorder)
Diabetes mellitus,422126006,C102.,efi-diabetes,Diabetes mellitus with hyperosmolar coma,,,,Hyperosmolar coma associated with diabetes mellitus (disorder)
Diabetes mellitus,310505005,C102.,efi-diabetes,Diabetes mellitus with hyperosmolar coma,,,,Diabetic hyperosmolar non-ketotic state
Diabetes mellitus,190330002,C102000,mar-diabetes,"diabetes mellitus, juvenile type, with hyperosmolar coma",,,,"Diabetes mellitus, juvenile type, with hyperosmolar coma"
Diabetes mellitus,190331003,C102100,mar-diabetes,"diabetes mellitus, adult onset, with hyperosmolar coma",,,,"Diabetes mellitus, adult onset, with hyperosmolar coma"
Diabetes mellitus,26298008,C103.,efi-diabetes,Diabetes mellitus with ketoacidotic coma,,,,Diabetic coma with ketoacidosis
Diabetes mellitus,421075007,C1030,efi-diabetes,Type 1 diabetes mellitus with ketoacidotic coma,,,,Ketoacidotic coma in type I diabetes mellitus (disorder)
Diabetes mellitus,421847006,C1031,efi-diabetes,Type II diabetes mellitus with ketoacidotic coma,,,,Ketoacidotic coma in type II diabetes mellitus (disorder)
Diabetes mellitus,420662003,C103y00,mar-diabetes,other specified diabetes mellitus with coma,,,,Coma associated with diabetes mellitus (disorder)
Diabetes mellitus,127013003,C104.00,mar-diabetes,diabetes mellitus with renal manifestation,,,,Diabetic renal disease
Diabetes mellitus,420279001,C104100,mar-diabetes,"diabetes mellitus, adult onset, with renal manifestation",,,,Renal disorder associated with type II diabetes mellitus (disorder)
Diabetes mellitus,25093002,C105.,efi-diabetes,Diabetes mellitus with ophthalmic manifestation,,,,Diabetic oculopathy
Diabetes mellitus,739681000,C105000,mar-diabetes,"diabetes mellitus, juvenile type, + ophthalmic manifestation",,,,Diabetic oculopathy due to type I diabetes mellitus
Diabetes mellitus,422099009,C105100,mar-diabetes,"diabetes mellitus, adult onset, + ophthalmic manifestation",,,,Diabetic oculopathy associated with type II diabetes mellitus (disorder)
Diabetes mellitus,422088007,C106.13,mar-diabetes,diabetes mellitus with polyneuropathy,,,,Neurologic disorder associated with diabetes mellitus (disorder)
Diabetes mellitus,421895002,C107.,efi-diabetes,Diabetes mellitus with: [gangrene] or [periph circul disord],,,,Peripheral circulatory disorder associated with diabetes mellitus (disorder)
Diabetes mellitus,422275004,C107.00,mar-diabetes,diabetes mellitus with peripheral circulatory disorder,,,,Gangrene associated with diabetes mellitus (disorder)
Diabetes mellitus,422166005,C107100,mar-diabetes,"diabetes mellitus, adult, + peripheral circulatory disorder",,,,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder)
Diabetes mellitus,421631007,C107200,mar-diabetes,"diabetes mellitus, adult with gangrene",,,,Gangrene associated with type II diabetes mellitus (disorder)
Diabetes mellitus,421893009,C1080,efi-diabetes,Type I diabetes mellitus with renal complications,,,,Renal disorder associated with type I diabetes mellitus (disorder)
Diabetes mellitus,421165007,C108112,mar-diabetes,type 1 diabetes mellitus with ophthalmic complications,,,,Diabetic oculopathy associated with type I diabetes mellitus (disorder)
Diabetes mellitus,421468001,C1082,efi-diabetes,Type I diabetes mellitus with neurological complications,,,,Neurological disorder associated with type I diabetes mellitus (disorder)
Diabetes mellitus,422228004,C1083,efi-diabetes,Type I diabetes mellitus with multiple complications,,,,Multiple complications of type I diabetes mellitus (disorder)
Diabetes mellitus,3.85041E+14,C1083,efi-diabetes,Type I diabetes mellitus with multiple complications,,,,Diabetes mellitus with multiple complications
